"Measure","Place","Place.Type","Year","Geoid","Max.Month","Measure.Desc.Short","Measure.Type","measure_axis_label","no_definition","Notes","Quantile","rate_label","Strategy","wip_definition","yes_definition","n_missing","Number.of.Records","Rate.Denom","rate_mult","Value.Count","Value.Rate"
"Deaths (Hispanic)","Duplin","Counties",2010,37061,12,"Drug overdose deaths among NC Residents (ICD-10), all intents","metric","Number of deaths",NA,"Annual count was 0 and rate was NA","Low","Rate per 100,000 residents","8C) Equity: Hispanic",NA,NA,0,1,56057,100000,0,0
"Deaths (Hispanic)","Durham","Counties",2010,37063,12,"Drug overdose deaths among NC Residents (ICD-10), all intents","metric","Number of deaths",NA,"Annual count was 1 and rate was NA","Low","Rate per 100,000 residents","8C) Equity: Hispanic",NA,NA,0,1,155768,100000,2,1
"Deaths (Hispanic)","Edgecombe","Counties",2010,37065,12,"Drug overdose deaths among NC Residents (ICD-10), all intents","metric","Number of deaths",NA,"Annual count was 0 and rate was NA","Low","Rate per 100,000 residents","8C) Equity: Hispanic",NA,NA,0,1,10991,100000,0,0
"Deaths (Hispanic)","Forsyth","Counties",2010,37067,12,"Drug overdose deaths among NC Residents (ICD-10), all intents","metric","Number of deaths",NA,"Annual count was 0 and rate was NA","Low","Rate per 100,000 residents","8C) Equity: Hispanic",NA,NA,0,1,185058,100000,4,2
"Deaths (Hispanic)","Franklin","Counties",2010,37069,12,"Drug overdose deaths among NC Residents (ICD-10), all intents","metric","Number of deaths",NA,"Annual count was 0 and rate was NA","Low","Rate per 100,000 residents","8C) Equity: Hispanic",NA,NA,0,1,21333,100000,0,0
"Deaths (Hispanic)","Gaston","Counties",2010,37071,12,"Drug overdose deaths among NC Residents (ICD-10), all intents","metric","Number of deaths",NA,"Annual count was 0 and rate was NA","Low","Rate per 100,000 residents","8C) Equity: Hispanic",NA,NA,0,1,57757,100000,3,5
"Deaths (Hispanic)","Gates","Counties",2010,37073,12,"Drug overdose deaths among NC Residents (ICD-10), all intents","metric","Number of deaths",NA,"Annual count was 0 and rate was NA","Low","Rate per 100,000 residents","8C) Equity: Hispanic",NA,NA,0,1,707,100000,0,0
"Deaths (Hispanic)","Graham","Counties",2010,37075,12,"Drug overdose deaths among NC Residents (ICD-10), all intents","metric","Number of deaths",NA,"Annual count was 0 and rate was NA","Low","Rate per 100,000 residents","8C) Equity: Hispanic",NA,NA,0,1,616,100000,0,0
"Deaths (Hispanic)","Granville","Counties",2010,37077,12,"Drug overdose deaths among NC Residents (ICD-10), all intents","metric","Number of deaths",NA,"Annual count was 0 and rate was NA","Low","Rate per 100,000 residents","8C) Equity: Hispanic",NA,NA,0,1,19420,100000,0,0
"Deaths (Hispanic)","Greene","Counties",2010,37079,12,"Drug overdose deaths among NC Residents (ICD-10), all intents","metric","Number of deaths",NA,"Annual count was 0 and rate was NA","Low","Rate per 100,000 residents","8C) Equity: Hispanic",NA,NA,0,1,13285,100000,0,0
"Deaths (Hispanic)","Guilford","Counties",2010,37081,12,"Drug overdose deaths among NC Residents (ICD-10), all intents","metric","Number of deaths",NA,"Annual count was 0 and rate was NA","Middle","Rate per 100,000 residents","8C) Equity: Hispanic",NA,NA,0,1,149282,100000,2,1
"Deaths (Hispanic)","Halifax","Counties",2010,37083,12,"Drug overdose deaths among NC Residents (ICD-10), all intents","metric","Number of deaths",NA,"Annual count was 1 and rate was NA","Middle","Rate per 100,000 residents","8C) Equity: Hispanic",NA,NA,0,1,4090,100000,1,24
"Deaths (Hispanic)","Harnett","Counties",2010,37085,12,"Drug overdose deaths among NC Residents (ICD-10), all intents","metric","Number of deaths",NA,"Annual count was 0 and rate was NA","Middle","Rate per 100,000 residents","8C) Equity: Hispanic",NA,NA,0,1,50178,100000,0,0
"Deaths (Hispanic)","Haywood","Counties",2010,37087,12,"Drug overdose deaths among NC Residents (ICD-10), all intents","metric","Number of deaths",NA,"Annual count was 0 and rate was NA","Middle","Rate per 100,000 residents","8C) Equity: Hispanic",NA,NA,0,1,6747,100000,0,0
"Deaths (Hispanic)","Henderson","Counties",2010,37089,12,"Drug overdose deaths among NC Residents (ICD-10), all intents","metric","Number of deaths",NA,"Annual count was 0 and rate was NA","Middle","Rate per 100,000 residents","8C) Equity: Hispanic",NA,NA,0,1,45502,100000,0,0
"Deaths (Hispanic)","Hertford","Counties",2010,37091,12,"Drug overdose deaths among NC Residents (ICD-10), all intents","metric","Number of deaths",NA,"Annual count was 0 and rate was NA","Middle","Rate per 100,000 residents","8C) Equity: Hispanic",NA,NA,0,1,2571,100000,0,0
"Deaths (Hispanic)","Hoke","Counties",2010,37093,12,"Drug overdose deaths among NC Residents (ICD-10), all intents","metric","Number of deaths",NA,"Annual count was 0 and rate was NA","Middle","Rate per 100,000 residents","8C) Equity: Hispanic",NA,NA,0,1,24958,100000,0,0
"Deaths (Hispanic)","Hyde","Counties",2010,37095,12,"Drug overdose deaths among NC Residents (ICD-10), all intents","metric","Number of deaths",NA,"Annual count was 0 and rate was NA","Middle","Rate per 100,000 residents","8C) Equity: Hispanic",NA,NA,0,1,1062,100000,0,0
"Deaths (Hispanic)","Iredell","Counties",2010,37097,12,"Drug overdose deaths among NC Residents (ICD-10), all intents","metric","Number of deaths",NA,"Annual count was 0 and rate was NA","Middle","Rate per 100,000 residents","8C) Equity: Hispanic",NA,NA,0,1,45553,100000,0,0
"Deaths (Hispanic)","Jackson","Counties",2010,37099,12,"Drug overdose deaths among NC Residents (ICD-10), all intents","metric","Number of deaths",NA,"Annual count was 0 and rate was NA","Middle","Rate per 100,000 residents","8C) Equity: Hispanic",NA,NA,0,1,5823,100000,1,17
"Deaths (Hispanic)","Johnston","Counties",2010,37101,12,"Drug overdose deaths among NC Residents (ICD-10), all intents","metric","Number of deaths",NA,"Annual count was 0 and rate was NA","Middle","Rate per 100,000 residents","8C) Equity: Hispanic",NA,NA,0,1,92551,100000,0,0
"Deaths (Hispanic)","Jones","Counties",2010,37103,12,"Drug overdose deaths among NC Residents (ICD-10), all intents","metric","Number of deaths",NA,"Annual count was 0 and rate was NA","Middle","Rate per 100,000 residents","8C) Equity: Hispanic",NA,NA,0,1,1980,100000,0,0
"Deaths (Hispanic)","Lee","Counties",2010,37105,12,"Drug overdose deaths among NC Residents (ICD-10), all intents","metric","Number of deaths",NA,"Annual count was 0 and rate was NA","Middle","Rate per 100,000 residents","8C) Equity: Hispanic",NA,NA,0,1,48229,100000,0,0
"Deaths (Hispanic)","Lenoir","Counties",2010,37107,12,"Drug overdose deaths among NC Residents (ICD-10), all intents","metric","Number of deaths",NA,"Annual count was 0 and rate was NA","Middle","Rate per 100,000 residents","8C) Equity: Hispanic",NA,NA,0,1,15448,100000,0,0
"Deaths (Hispanic)","Lincoln","Counties",2010,37109,12,"Drug overdose deaths among NC Residents (ICD-10), all intents","metric","Number of deaths",NA,"Annual count was 0 and rate was NA","Middle","Rate per 100,000 residents","8C) Equity: Hispanic",NA,NA,0,1,29997,100000,0,0
"Deaths (Hispanic)","Macon","Counties",2010,37113,12,"Drug overdose deaths among NC Residents (ICD-10), all intents","metric","Number of deaths",NA,"Annual count was 0 and rate was NA","Middle","Rate per 100,000 residents","8C) Equity: Hispanic",NA,NA,0,1,6379,100000,0,0
"Deaths (Hispanic)","Madison","Counties",2010,37115,12,"Drug overdose deaths among NC Residents (ICD-10), all intents","metric","Number of deaths",NA,"Annual count was 0 and rate was NA","Middle","Rate per 100,000 residents","8C) Equity: Hispanic",NA,NA,0,1,1866,100000,0,0
"Deaths (Hispanic)","Martin","Counties",2010,37117,12,"Drug overdose deaths among NC Residents (ICD-10), all intents","metric","Number of deaths",NA,"Annual count was 0 and rate was NA","Middle","Rate per 100,000 residents","8C) Equity: Hispanic",NA,NA,0,1,3846,100000,0,0
"Deaths (Hispanic)","McDowell","Counties",2010,37111,12,"Drug overdose deaths among NC Residents (ICD-10), all intents","metric","Number of deaths",NA,"Annual count was 0 and rate was NA","Middle","Rate per 100,000 residents","8C) Equity: Hispanic",NA,NA,0,1,10416,100000,0,0
"Deaths (Hispanic)","Mecklenburg","Counties",2010,37119,12,"Drug overdose deaths among NC Residents (ICD-10), all intents","metric","Number of deaths",NA,"Annual count was 2 and rate was NA","Middle","Rate per 100,000 residents","8C) Equity: Hispanic",NA,NA,0,1,474151,100000,9,2
"Deaths (Hispanic)","Mitchell","Counties",2010,37121,12,"Drug overdose deaths among NC Residents (ICD-10), all intents","metric","Number of deaths",NA,"Annual count was 0 and rate was NA","High","Rate per 100,000 residents","8C) Equity: Hispanic",NA,NA,0,1,3017,100000,0,0
"Deaths (Hispanic)","Montgomery","Counties",2010,37123,12,"Drug overdose deaths among NC Residents (ICD-10), all intents","metric","Number of deaths",NA,"Annual count was 0 and rate was NA","High","Rate per 100,000 residents","8C) Equity: Hispanic",NA,NA,0,1,21043,100000,0,0
"Deaths (Hispanic)","Moore","Counties",2010,37125,12,"Drug overdose deaths among NC Residents (ICD-10), all intents","metric","Number of deaths",NA,"Annual count was 0 and rate was NA","High","Rate per 100,000 residents","8C) Equity: Hispanic",NA,NA,0,1,24862,100000,0,0
"Deaths (Hispanic)","Nash","Counties",2010,37127,12,"Drug overdose deaths among NC Residents (ICD-10), all intents","metric","Number of deaths",NA,"Annual count was 0 and rate was NA","High","Rate per 100,000 residents","8C) Equity: Hispanic",NA,NA,0,1,23410,100000,1,4
"Deaths (Hispanic)","New Hanover","Counties",2010,37129,12,"Drug overdose deaths among NC Residents (ICD-10), all intents","metric","Number of deaths",NA,"Annual count was 0 and rate was NA","High","Rate per 100,000 residents","8C) Equity: Hispanic",NA,NA,0,1,36420,100000,1,3
"Deaths (Hispanic)","Northampton","Counties",2010,37131,12,"Drug overdose deaths among NC Residents (ICD-10), all intents","metric","Number of deaths",NA,"Annual count was 0 and rate was NA","High","Rate per 100,000 residents","8C) Equity: Hispanic",NA,NA,0,1,1238,100000,0,0
"Deaths (Hispanic)","Onslow","Counties",2010,37133,12,"Drug overdose deaths among NC Residents (ICD-10), all intents","metric","Number of deaths",NA,"Annual count was 0 and rate was NA","High","Rate per 100,000 residents","8C) Equity: Hispanic",NA,NA,0,1,64775,100000,0,0
"Deaths (Hispanic)","Orange","Counties",2010,37135,12,"Drug overdose deaths among NC Residents (ICD-10), all intents","metric","Number of deaths",NA,"Annual count was 0 and rate was NA","High","Rate per 100,000 residents","8C) Equity: Hispanic",NA,NA,0,1,40479,100000,0,0
"Deaths (Hispanic)","Pamlico","Counties",2010,37137,12,"Drug overdose deaths among NC Residents (ICD-10), all intents","metric","Number of deaths",NA,"Annual count was 0 and rate was NA","High","Rate per 100,000 residents","8C) Equity: Hispanic",NA,NA,0,1,1097,100000,0,0
"Deaths (Hispanic)","Pasquotank","Counties",2010,37139,12,"Drug overdose deaths among NC Residents (ICD-10), all intents","metric","Number of deaths",NA,"Annual count was 0 and rate was NA","High","Rate per 100,000 residents","8C) Equity: Hispanic",NA,NA,0,1,5529,100000,1,18
"Deaths (Hispanic)","Pender","Counties",2010,37141,12,"Drug overdose deaths among NC Residents (ICD-10), all intents","metric","Number of deaths",NA,"Annual count was 0 and rate was NA","High","Rate per 100,000 residents","8C) Equity: Hispanic",NA,NA,0,1,14110,100000,0,0
"Deaths (Hispanic)","Perquimans","Counties",2010,37143,12,"Drug overdose deaths among NC Residents (ICD-10), all intents","metric","Number of deaths",NA,"Annual count was 0 and rate was NA","High","Rate per 100,000 residents","8C) Equity: Hispanic",NA,NA,0,1,826,100000,0,0
"Deaths (Hispanic)","Person","Counties",2010,37145,12,"Drug overdose deaths among NC Residents (ICD-10), all intents","metric","Number of deaths",NA,"Annual count was 0 and rate was NA","High","Rate per 100,000 residents","8C) Equity: Hispanic",NA,NA,0,1,5993,100000,0,0
"Deaths (Hispanic)","Pitt","Counties",2010,37147,12,"Drug overdose deaths among NC Residents (ICD-10), all intents","metric","Number of deaths",NA,"Annual count was 0 and rate was NA","High","Rate per 100,000 residents","8C) Equity: Hispanic",NA,NA,0,1,36513,100000,0,0
"Deaths (Hispanic)","Polk","Counties",2010,37149,12,"Drug overdose deaths among NC Residents (ICD-10), all intents","metric","Number of deaths",NA,"Annual count was 0 and rate was NA","High","Rate per 100,000 residents","8C) Equity: Hispanic",NA,NA,0,1,4365,100000,0,0
"Deaths (Hispanic)","Randolph","Counties",2010,37151,12,"Drug overdose deaths among NC Residents (ICD-10), all intents","metric","Number of deaths",NA,"Annual count was 0 and rate was NA","High","Rate per 100,000 residents","8C) Equity: Hispanic",NA,NA,0,1,72489,100000,0,0
"Deaths (Hispanic)","Richmond","Counties",2010,37153,12,"Drug overdose deaths among NC Residents (ICD-10), all intents","metric","Number of deaths",NA,"Annual count was 1 and rate was NA","High","Rate per 100,000 residents","8C) Equity: Hispanic",NA,NA,0,1,10910,100000,1,9
"Deaths (Hispanic)","Robeson","Counties",2010,37155,12,"Drug overdose deaths among NC Residents (ICD-10), all intents","metric","Number of deaths",NA,"Annual count was 0 and rate was NA","High","Rate per 100,000 residents","8C) Equity: Hispanic",NA,NA,0,1,53720,100000,4,7
"Deaths (Hispanic)","Rockingham","Counties",2010,37157,12,"Drug overdose deaths among NC Residents (ICD-10), all intents","metric","Number of deaths",NA,"Annual count was 0 and rate was NA","High","Rate per 100,000 residents","8C) Equity: Hispanic",NA,NA,0,1,23923,100000,0,0
"Deaths (Hispanic)","Rowan","Counties",2010,37159,12,"Drug overdose deaths among NC Residents (ICD-10), all intents","metric","Number of deaths",NA,"Annual count was 0 and rate was NA","High","Rate per 100,000 residents","8C) Equity: Hispanic",NA,NA,0,1,45901,100000,0,0
"Deaths (Hispanic)","Rutherford","Counties",2010,37161,12,"Drug overdose deaths among NC Residents (ICD-10), all intents","metric","Number of deaths",NA,"Annual count was 0 and rate was NA","Highest","Rate per 100,000 residents","8C) Equity: Hispanic",NA,NA,0,1,8212,100000,0,0
"Deaths (Hispanic)","Sampson","Counties",2010,37163,12,"Drug overdose deaths among NC Residents (ICD-10), all intents","metric","Number of deaths",NA,"Annual count was 0 and rate was NA","Highest","Rate per 100,000 residents","8C) Equity: Hispanic",NA,NA,0,1,50446,100000,0,0
"Deaths (Hispanic)","Scotland","Counties",2010,37165,12,"Drug overdose deaths among NC Residents (ICD-10), all intents","metric","Number of deaths",NA,"Annual count was 0 and rate was NA","Highest","Rate per 100,000 residents","8C) Equity: Hispanic",NA,NA,0,1,2846,100000,0,0
"Deaths (Hispanic)","Stanly","Counties",2010,37167,12,"Drug overdose deaths among NC Residents (ICD-10), all intents","metric","Number of deaths",NA,"Annual count was 0 and rate was NA","Highest","Rate per 100,000 residents","8C) Equity: Hispanic",NA,NA,0,1,10130,100000,0,0
"Deaths (Hispanic)","Stokes","Counties",2010,37169,12,"Drug overdose deaths among NC Residents (ICD-10), all intents","metric","Number of deaths",NA,"Annual count was 0 and rate was NA","Highest","Rate per 100,000 residents","8C) Equity: Hispanic",NA,NA,0,1,5711,100000,0,0
"Deaths (Hispanic)","Surry","Counties",2010,37171,12,"Drug overdose deaths among NC Residents (ICD-10), all intents","metric","Number of deaths",NA,"Annual count was 0 and rate was NA","Highest","Rate per 100,000 residents","8C) Equity: Hispanic",NA,NA,0,1,33842,100000,0,0
"Deaths (Hispanic)","Swain","Counties",2010,37173,12,"Drug overdose deaths among NC Residents (ICD-10), all intents","metric","Number of deaths",NA,"Annual count was 0 and rate was NA","Highest","Rate per 100,000 residents","8C) Equity: Hispanic",NA,NA,0,1,2049,100000,0,0
"Deaths (Hispanic)","Transylvania","Counties",2010,37175,12,"Drug overdose deaths among NC Residents (ICD-10), all intents","metric","Number of deaths",NA,"Annual count was 0 and rate was NA","Highest","Rate per 100,000 residents","8C) Equity: Hispanic",NA,NA,0,1,2732,100000,0,0
"Deaths (Hispanic)","Tyrrell","Counties",2010,37177,12,"Drug overdose deaths among NC Residents (ICD-10), all intents","metric","Number of deaths",NA,"Annual count was 0 and rate was NA","Highest","Rate per 100,000 residents","8C) Equity: Hispanic",NA,NA,0,1,1526,100000,0,0
"Deaths (Hispanic)","Union","Counties",2010,37179,12,"Drug overdose deaths among NC Residents (ICD-10), all intents","metric","Number of deaths",NA,"Annual count was 1 and rate was NA","Highest","Rate per 100,000 residents","8C) Equity: Hispanic",NA,NA,0,1,94652,100000,1,1
"Deaths (Hispanic)","Vance","Counties",2010,37181,12,"Drug overdose deaths among NC Residents (ICD-10), all intents","metric","Number of deaths",NA,"Annual count was 0 and rate was NA","Highest","Rate per 100,000 residents","8C) Equity: Hispanic",NA,NA,0,1,14077,100000,0,0
"Deaths (Hispanic)","Wake","Counties",2010,37183,12,"Drug overdose deaths among NC Residents (ICD-10), all intents","metric","Number of deaths",NA,"Annual count was 1 and rate was NA","Highest","Rate per 100,000 residents","8C) Equity: Hispanic",NA,NA,0,1,374599,100000,3,1
"Deaths (Hispanic)","Warren","Counties",2010,37185,12,"Drug overdose deaths among NC Residents (ICD-10), all intents","metric","Number of deaths",NA,"Annual count was 0 and rate was NA","Highest","Rate per 100,000 residents","8C) Equity: Hispanic",NA,NA,0,1,2872,100000,0,0
"Deaths (Hispanic)","Washington","Counties",2010,37187,12,"Drug overdose deaths among NC Residents (ICD-10), all intents","metric","Number of deaths",NA,"Annual count was 0 and rate was NA","Highest","Rate per 100,000 residents","8C) Equity: Hispanic",NA,NA,0,1,2423,100000,0,0
"Deaths (Hispanic)","Watauga","Counties",2010,37189,12,"Drug overdose deaths among NC Residents (ICD-10), all intents","metric","Number of deaths",NA,"Annual count was 0 and rate was NA","Highest","Rate per 100,000 residents","8C) Equity: Hispanic",NA,NA,0,1,5292,100000,0,0
"Deaths (Hispanic)","Wayne","Counties",2010,37191,12,"Drug overdose deaths among NC Residents (ICD-10), all intents","metric","Number of deaths",NA,"Annual count was 0 and rate was NA","Highest","Rate per 100,000 residents","8C) Equity: Hispanic",NA,NA,0,1,43935,100000,2,5
"Deaths (Hispanic)","Wilkes","Counties",2010,37193,12,"Drug overdose deaths among NC Residents (ICD-10), all intents","metric","Number of deaths",NA,"Annual count was 0 and rate was NA","Highest","Rate per 100,000 residents","8C) Equity: Hispanic",NA,NA,0,1,17978,100000,0,0
"Deaths (Hispanic)","Wilson","Counties",2010,37195,12,"Drug overdose deaths among NC Residents (ICD-10), all intents","metric","Number of deaths",NA,"Annual count was 0 and rate was NA","Highest","Rate per 100,000 residents","8C) Equity: Hispanic",NA,NA,0,1,34187,100000,0,0
"Deaths (Hispanic)","Yadkin","Counties",2010,37197,12,"Drug overdose deaths among NC Residents (ICD-10), all intents","metric","Number of deaths",NA,"Annual count was 0 and rate was NA","Highest","Rate per 100,000 residents","8C) Equity: Hispanic",NA,NA,0,1,17139,100000,0,0
"Deaths (Hispanic)","Yancey","Counties",2010,37199,12,"Drug overdose deaths among NC Residents (ICD-10), all intents","metric","Number of deaths",NA,"Annual count was 0 and rate was NA","Highest","Rate per 100,000 residents","8C) Equity: Hispanic",NA,NA,0,1,4759,100000,0,0
"Deaths (White nH)","Alamance","Counties",2010,37001,12,"Drug overdose deaths among NC Residents (ICD-10), all intents","metric","Number of deaths",NA,"Annual count was 9 and rate was NA","Lowest","Rate per 100,000 residents","8E) Equity: White NH",NA,NA,0,1,504941,100000,80,16
"Deaths (White nH)","Alexander","Counties",2010,37003,12,"Drug overdose deaths among NC Residents (ICD-10), all intents","metric","Number of deaths",NA,"Annual count was 10 and rate was NA","Lowest","Rate per 100,000 residents","8E) Equity: White NH",NA,NA,0,1,162562,100000,48,30
"Deaths (White nH)","Alleghany","Counties",2010,37005,12,"Drug overdose deaths among NC Residents (ICD-10), all intents","metric","Number of deaths",NA,"Annual count was 3 and rate was NA","Lowest","Rate per 100,000 residents","8E) Equity: White NH",NA,NA,0,1,48808,100000,10,20
"Deaths (White nH)","Anson","Counties",2010,37007,12,"Drug overdose deaths among NC Residents (ICD-10), all intents","metric","Number of deaths",NA,"Annual count was 1 and rate was NA","Lowest","Rate per 100,000 residents","8E) Equity: White NH",NA,NA,0,1,61631,100000,12,19
"Deaths (White nH)","Ashe","Counties",2010,37009,12,"Drug overdose deaths among NC Residents (ICD-10), all intents","metric","Number of deaths",NA,"Annual count was 6 and rate was NA","Lowest","Rate per 100,000 residents","8E) Equity: White NH",NA,NA,0,1,122707,100000,27,22
"Deaths (White nH)","Avery","Counties",2010,37011,12,"Drug overdose deaths among NC Residents (ICD-10), all intents","metric","Number of deaths",NA,"Annual count was 1 and rate was NA","Lowest","Rate per 100,000 residents","8E) Equity: White NH",NA,NA,0,1,80895,100000,17,21
"Deaths (White nH)","Beaufort","Counties",2010,37013,12,"Drug overdose deaths among NC Residents (ICD-10), all intents","metric","Number of deaths",NA,"Annual count was 5 and rate was NA","Lowest","Rate per 100,000 residents","8E) Equity: White NH",NA,NA,0,1,157157,100000,18,11
"Deaths (White nH)","Bertie","Counties",2010,37015,12,"Drug overdose deaths among NC Residents (ICD-10), all intents","metric","Number of deaths",NA,"Annual count was 1 and rate was NA","Lowest","Rate per 100,000 residents","8E) Equity: White NH",NA,NA,0,1,34621,100000,3,9
"Deaths (White nH)","Bladen","Counties",2010,37017,12,"Drug overdose deaths among NC Residents (ICD-10), all intents","metric","Number of deaths",NA,"Annual count was 3 and rate was NA","Lowest","Rate per 100,000 residents","8E) Equity: White NH",NA,NA,0,1,91680,100000,22,24
"Deaths (White nH)","Brunswick","Counties",2010,37019,12,"Drug overdose deaths among NC Residents (ICD-10), all intents","metric","Number of deaths",NA,"Annual count was 23 and rate was NA","Lowest","Rate per 100,000 residents","8E) Equity: White NH",NA,NA,0,1,424328,100000,94,22
"Deaths (White nH)","Buncombe","Counties",2010,37021,12,"Drug overdose deaths among NC Residents (ICD-10), all intents","metric","Number of deaths",NA,"Annual count was 26 and rate was NA","Lowest","Rate per 100,000 residents","8E) Equity: White NH",NA,NA,0,1,993430,100000,119,12
"Deaths (White nH)","Burke","Counties",2010,37023,12,"Drug overdose deaths among NC Residents (ICD-10), all intents","metric","Number of deaths",NA,"Annual count was 20 and rate was NA","Lowest","Rate per 100,000 residents","8E) Equity: White NH",NA,NA,0,1,375541,100000,111,30
"Deaths (White nH)","Cabarrus","Counties",2010,37025,12,"Drug overdose deaths among NC Residents (ICD-10), all intents","metric","Number of deaths",NA,"Annual count was 17 and rate was NA","Lowest","Rate per 100,000 residents","8E) Equity: White NH",NA,NA,0,1,620411,100000,100,16
"Deaths (White nH)","Caldwell","Counties",2010,37027,12,"Drug overdose deaths among NC Residents (ICD-10), all intents","metric","Number of deaths",NA,"Annual count was 12 and rate was NA","Lowest","Rate per 100,000 residents","8E) Equity: White NH",NA,NA,0,1,359618,100000,83,23
"Deaths (White nH)","Camden","Counties",2010,37029,12,"Drug overdose deaths among NC Residents (ICD-10), all intents","metric","Number of deaths",NA,"Annual count was 1 and rate was NA","Lowest","Rate per 100,000 residents","8E) Equity: White NH",NA,NA,0,1,38733,100000,8,21
"Deaths (White nH)","Carteret","Counties",2010,37031,12,"Drug overdose deaths among NC Residents (ICD-10), all intents","metric","Number of deaths",NA,"Annual count was 11 and rate was NA","Lowest","Rate per 100,000 residents","8E) Equity: White NH",NA,NA,0,1,285412,100000,56,20
"Deaths (White nH)","Caswell","Counties",2010,37033,12,"Drug overdose deaths among NC Residents (ICD-10), all intents","metric","Number of deaths",NA,"Annual count was 1 and rate was NA","Lowest","Rate per 100,000 residents","8E) Equity: White NH",NA,NA,0,1,72905,100000,13,18
"Deaths (White nH)","Catawba","Counties",2010,37035,12,"Drug overdose deaths among NC Residents (ICD-10), all intents","metric","Number of deaths",NA,"Annual count was 20 and rate was NA","Lowest","Rate per 100,000 residents","8E) Equity: White NH",NA,NA,0,1,617538,100000,119,19
"Deaths (White nH)","Chatham","Counties",2010,37037,12,"Drug overdose deaths among NC Residents (ICD-10), all intents","metric","Number of deaths",NA,"Annual count was 4 and rate was NA","Lowest","Rate per 100,000 residents","8E) Equity: White NH",NA,NA,0,1,224809,100000,19,8
"Deaths (White nH)","Cherokee","Counties",2010,37039,12,"Drug overdose deaths among NC Residents (ICD-10), all intents","metric","Number of deaths",NA,"Annual count was 12 and rate was NA","Lowest","Rate per 100,000 residents","8E) Equity: White NH",NA,NA,0,1,125556,100000,40,32
"Deaths (White nH)","Chowan","Counties",2010,37041,12,"Drug overdose deaths among NC Residents (ICD-10), all intents","metric","Number of deaths",NA,"Annual count was 0 and rate was NA","Low","Rate per 100,000 residents","8E) Equity: White NH",NA,NA,0,1,45152,100000,4,9
"Deaths (White nH)","Clay","Counties",2010,37043,12,"Drug overdose deaths among NC Residents (ICD-10), all intents","metric","Number of deaths",NA,"Annual count was 4 and rate was NA","Low","Rate per 100,000 residents","8E) Equity: White NH",NA,NA,0,1,49571,100000,16,32
"Deaths (White nH)","Cleveland","Counties",2010,37045,12,"Drug overdose deaths among NC Residents (ICD-10), all intents","metric","Number of deaths",NA,"Annual count was 16 and rate was NA","Low","Rate per 100,000 residents","8E) Equity: White NH",NA,NA,0,1,372832,100000,79,21
"Deaths (White nH)","Columbus","Counties",2010,37047,12,"Drug overdose deaths among NC Residents (ICD-10), all intents","metric","Number of deaths",NA,"Annual count was 11 and rate was NA","Low","Rate per 100,000 residents","8E) Equity: White NH",NA,NA,0,1,170565,100000,51,30
"Deaths (White nH)","Craven","Counties",2010,37049,12,"Drug overdose deaths among NC Residents (ICD-10), all intents","metric","Number of deaths",NA,"Annual count was 9 and rate was NA","Low","Rate per 100,000 residents","8E) Equity: White NH",NA,NA,0,1,344368,100000,54,16
"Deaths (White nH)","Cumberland","Counties",2010,37051,12,"Drug overdose deaths among NC Residents (ICD-10), all intents","metric","Number of deaths",NA,"Annual count was 31 and rate was NA","Low","Rate per 100,000 residents","8E) Equity: White NH",NA,NA,0,1,805968,100000,117,15
"Deaths (White nH)","Currituck","Counties",2010,37053,12,"Drug overdose deaths among NC Residents (ICD-10), all intents","metric","Number of deaths",NA,"Annual count was 3 and rate was NA","Low","Rate per 100,000 residents","8E) Equity: White NH",NA,NA,0,1,106447,100000,14,13
"Deaths (White nH)","Dare","Counties",2010,37055,12,"Drug overdose deaths among NC Residents (ICD-10), all intents","metric","Number of deaths",NA,"Annual count was 6 and rate was NA","Low","Rate per 100,000 residents","8E) Equity: White NH",NA,NA,0,1,156020,100000,23,15
"Deaths (White nH)","Davidson","Counties",2010,37057,12,"Drug overdose deaths among NC Residents (ICD-10), all intents","metric","Number of deaths",NA,"Annual count was 15 and rate was NA","Low","Rate per 100,000 residents","8E) Equity: White NH",NA,NA,0,1,656192,100000,117,18
"Deaths (White nH)","Davie","Counties",2010,37059,12,"Drug overdose deaths among NC Residents (ICD-10), all intents","metric","Number of deaths",NA,"Annual count was 2 and rate was NA","Low","Rate per 100,000 residents","8E) Equity: White NH",NA,NA,0,1,175508,100000,29,17
"Deaths (White nH)","Duplin","Counties",2010,37061,12,"Drug overdose deaths among NC Residents (ICD-10), all intents","metric","Number of deaths",NA,"Annual count was 2 and rate was NA","Low","Rate per 100,000 residents","8E) Equity: White NH",NA,NA,0,1,141965,100000,14,10
"Deaths (White nH)","Durham","Counties",2010,37063,12,"Drug overdose deaths among NC Residents (ICD-10), all intents","metric","Number of deaths",NA,"Annual count was 19 and rate was NA","Low","Rate per 100,000 residents","8E) Equity: White NH",NA,NA,0,1,594993,100000,69,12
"Deaths (White nH)","Edgecombe","Counties",2010,37065,12,"Drug overdose deaths among NC Residents (ICD-10), all intents","metric","Number of deaths",NA,"Annual count was 4 and rate was NA","Low","Rate per 100,000 residents","8E) Equity: White NH",NA,NA,0,1,102398,100000,14,14
"Deaths (White nH)","Forsyth","Counties",2010,37067,12,"Drug overdose deaths among NC Residents (ICD-10), all intents","metric","Number of deaths",NA,"Annual count was 26 and rate was NA","Low","Rate per 100,000 residents","8E) Equity: White NH",NA,NA,0,1,1084264,100000,161,15
